ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
28939,"bear up for",,,viseljen,,
28940,"bear up to",,,viseljen,,
28941,"bear upon",,,viselje,,
28942,"bear with",,,medve,,
28943,"bear witness",,verb,tanúskodik,witness|evince,
28944,bearably,,,bearably,,
28945,"bear-baiting dog",,,"medve-csali kutya",,
28946,bearcat,ˈbe(ə)rˌkat,,bearcat,,
28947,bearded,,adjective,szakállas,,
28948,bearder,,,Bearder,,
28949,bearding,bi(ə)rd,verb,bearding,"defy|beard|fly in the face of|beard",dacol|packázik
28950,beardless,,,beardless,,
28951,bearer,ˈbe(ə)rər,noun,vivő,carrier|owner|proprietary|proprietor|possessor|keeper,tulajdonos|koporsóvivő
28952,"bearing children",,,gyermekeket,,
28953,"bearing in mind",,,"szem előtt tartva",,
28954,"bearing young",,,fiatalok,,
28955,bearings,,noun,csapágyak,packman|bearing|direction|way|course|heading|line|bearing|bearing|bearing|behavior|conduct|demeanor|attitude|bearing|deportment|bearing|aspect|respect|concern|bearing|orientation|bearing|mark|meaning|intellect|reason|intelligence|mind|comprehension|bearing|bearing|bearing|bearing,"teherhordó|irány|vízszintes irányszög|hozó|viselkedés|iránylat|vonatkozás|tájékozódás|értelem|rádióirány|tájolat|peleng|azimutszög"
28956,bearishness,,,bearishness,,
28957,bearskin,ˈbe(ə)rˌskin,noun,medvebőr,,
28958,beary,,,Beary,,
28959,"beast of burden",,,"terhes állat",,
28960,"beast of prey",,,"ragadozó állat",,
28961,beastlike,,,vadállati,,
28962,"beat a retreat",,,"megvert egy visszavonulást",,
28963,"beat a ruffle",,,"legyőzte a fodrászatot",,
28964,"beat a tattoo",,,"verte a tetoválást",,
28965,"beat about",,,megvertem,,
28966,"beat about the bush",,phrase,"kerülgeti a témát",,
28967,"beat all hollow",,,"megverte az összes üreget",,
28968,"beat around bush",,,"megverték a bokrot",,
28969,"beat back",,,visszafelé,,
28970,"beat cop",,,"verte zsaru",,
28971,"beat down",,,lever,,
28972,"beat hollow",,,üreges,,
28973,"beat into",,,beütve,,
28974,"beat it",,interjection,megverte,"Fuck off!|Beat it!|Bugger off!","Kopj le!"
28975,"beat of drum",,,"dob dob",,
28976,"beat off",,verb,"verd ki","repulse|rebut|reverberate|give back|echo|repudiate|push off|put away",visszaver|eltaszít
28977,"beat out",,verb,kiütés,tucker|exhaust|deplete|overcrop|expend,kimerít
28978,"beat out of",,,megverik,,
28979,"beat poet",,,"verte a költőt",,
28980,"beat the bushes",,,"megverte a bokrokat",,
28981,"beat the drum",,,"megverte a dobot",,
28982,"beat time",,verb,"taktust számol",,
28983,"beat up",,verb,megver,"rouse|wake up|hunt out|whang|clobber|lambaste|trounce|thrash|curry|drub|maul",felver|elagyabugyál|elver|összever
28984,"beat up against",,,megverte,,
28985,beatable,,,beatable,,
28986,"beaten path",,,"megvert út",,
28987,"beaten track",,noun,"kitaposott út",,
28988,beaten-up,,,"jól elverve",,
28989,beatific,ˌbēəˈtifik,adjective,üdvözült,beatifical|beatifical,boldogító
28990,beatifically,,,üdvözülten,,
28991,beatification,bēˌatəfiˈkāSHən,noun,"boldoggá avatás",,
28992,beatified,,verb,boldoggá,"make glad|make happy|beatify|beatify","boldoggá tesz|boldoggá avat"
28993,"beatified soul",,,"beatified lélek",,
28994,beatify,bēˈatəˌfī,verb,"boldoggá tesz","make glad|make happy","boldoggá avat"
28995,beatifying,bēˈatəˌfī,verb,beatifying,"make glad|make happy|beatify|beatify","boldoggá tesz|boldoggá avat"
28996,beatnik,ˈbētnik,noun,beatnik,,
28997,"beats me",,,megver,,
28998,"Beau Brummel",,,"Beau Brummel",,
28999,"Beau Brummell",,,"Beau Brummell",,
29000,"beau ideal",,,"Beau ideális",,
29001,"beau monde",,,"gyönyörű világ",,
29002,beauteously,,,beauteously,,
29003,beautician,byo͞oˈtiSHən,noun,kozmetikus,cosmetician,
29004,beauticians,byo͞oˈtiSHən,noun,kozmetikusok,beautician|cosmetician,kozmetikus
29005,beauties,,noun,szépségek,beauty|belle|finery|pulchritude|niceness|fineness|delight|pleasure|beauty|enjoyment,szépség|gyönyörűség
29006,beautification,,,szépítés,,
29007,beautified,,adjective,megszépített,,
29008,"beautiful boy",,,"gyönyörű fiú",,
29009,"beautiful man",,,"csodálatos ember",,
29010,"beautiful people",,,"szép emberek",,
29011,"Beautiful Wife",,,"Gyönyörű feleség",,
29012,"beautiful woman",,,"gyönyörű nő",,
29013,beautifully,,adverb,szépen,fine|fairly,
29014,beautiless,,,beautiless,,
29015,"beauty gazer",,,"szépség gazer",,
29016,"beauty of holiness",,,"a szentség szépsége",,
29017,"beauty parlor",,noun,szépségszalon,"beauty shop|beauty salon|beauty salon|beauty shop","kozmetikai szalon"
29018,"beauty parlour",,,szépségszalon,,
29019,"beauty queen",,,szépségkirálynő,,
29020,"beauty salon",,noun,szépségszalon,"beauty parlor|beauty shop|beauty parlor|beauty shop","kozmetikai szalon"
29021,"beauty shop",,noun,szépségszalon,"beauty parlor|beauty salon|beauty salon|beauty parlor","kozmetikai szalon|kozmetikai üzlet"
29022,"beauty sleep",,,"pihentető alvás",,
29023,"beauty spot",,noun,szépségpötty,,szépségtapasz
29024,"beauty unadorned",,,"szépség nélküli",,
29025,Beaver,,noun,Hód,beaver|castor|beaver,hód|hódprém
29026,"beaver away",,,hód,,
29027,"beaver hat",,,"hód kalap",,
29028,bebop,ˈbēˌbäp,,bebop,,
29029,"bec et ongles",,,"csőr és körmök",,
29030,becalmed,,,becalmed,,
29031,becalming,,verb,becalming,"pacify|quieten|becalm|hush|lull|calm|reassure|quiet down|still|quell|calm down|quiet",lecsendesít|megnyugtat
29032,"because of",,preposition,mert,"for the sake of","valami miatt"
29033,"because of that",,,amiatt,,
29034,"because of this",,,emiatt,,
29035,bechance,bechane,,Eladni,,
29036,becharm,becharam,,Becrm,,
29037,beck,bek,noun,intés,monition|admonishment|signalling,"sziklás medrű patak|jeladás"
29038,"beck and call",,,"beck és hívj",,
29039,beckoner,,,beckoner,,
29040,beckoning,,verb,intve,beckon|beckon|motion|nod|beckon,odahív|int|bólint
29041,beclouding,,verb,beclouding,becloud,elfátyoloz
29042,"become a fact",,,"tényvé válik",,
29043,"become able",,,"képes lesz",,
29044,"become airborne",,,"levegővé válik",,
29045,"become angry",,,"dühös lesz",,
29046,"become apparent",,,"nyilvánvalóvá válik",,
29047,"become aware",,,felismer,,
29048,"become aware of",,,"tudatában lesz",,
29049,"become colorless",,,"színtelen lesz",,
29050,"become dark",,,"sötét lesz",,
29051,"become effective",,,"hatályba lép",,
29052,"become established",,verb,létrejött,,"megalapítottá válik"
29053,"become evident to",,,"nyilvánvalóvá válik",,
29054,"become exhausted",,,kimerült,,
29055,"become extinct",,,kipusztult,,
29056,"become firm",,,"válik szilárdsá",,
29057,"become indebted",,,eladósodnak,,
29058,"become insolvent",,,"fizetésképtelenné válik",,
29059,"become involved",,,"vegyenek részt",,
29060,"become known",,,ismert,,
29061,"become larger",,,"nagyobb lesz",,
29062,"become lighter",,,"könnyebbé válik",,
29063,"become lost in",,,elveszik,,
29064,"become manifest",,,"nyilvánvalóvá válik",,
29065,"become more casual",,,"alkalmiabb lett",,
29066,"become of",,,lesz,,
29067,"become one",,,"legyen az egyik",,
29068,"become operative",,,működőképes,,
29069,"become paler",,,"könnyebbé válik",,
29070,"become partners",,,"partnerekké válik",,
29071,"become poorer",,,"szegényebbé válik",,
29072,"become public",,,nyilvánosságra,,
29073,"become purple",,verb,"lila lesz",,
29074,"become ripped",,,szakadt,,
29075,"become rotten",,verb,megrohad,,
29076,"become solid",,,"szilárdsá válik",,
29077,"become troublesome",,,"zavaróvá válik",,
29078,"become unconscious",,,"eszméletlen lesz",,
29079,"become unfastened",,,leszakadnak,,
29080,"become versed",,,megtanulják,,
29081,"become visible",,,"láthatóvá válik",,
29082,"become visual",,,"lesz láthatóvá",,
29083,"become worn away",,,elhasználódott,,
29084,"becoming airborne",,,"levegőbe kerül",,
29085,becomingly,,,méltóan,,
29086,becomingness,,,becomingness,,
29087,"bed and board",,,"szállás és ellátás",,
29088,"bed and breakfast",,noun,Panzió,breakfast|brekker,reggeli
29089,"bed cover",,,ágytakaró,,
29090,"bed covering",,,ágyfedő,,
29091,"bed down",,,lefelé,,
29092,"bed linen",,,ágynemű,,
29093,"bed of coals",,,ágyak,,
29094,bedamn,,,bedamn,,
29095,bedaubed,,,bedaubed,,
29096,bedaubing,,,bedaubing,,
29097,bedaze,,,bedaze,,
29098,bedazzled,,verb,bedazzled,"blind|dazzle|be dazzled",elvakít
29099,bedbug,ˈbedˌbəg,noun,"ágyi poloska",bug|chinch,poloska
29100,bedbugs,,noun,poloska,bug|bedbug|chinch,
29101,bedchamber,ˈbedˌCHāmbər,noun,hálószoba,bedroom,
29102,bedclothes,ˈbedˌklō(T͟H)z,noun,ágynemű,bedding|sheets,
29103,bed-cover,,,ágytakaró,,
29104,"beddable woman",,,"beddable nő",,
29105,bedded,ˈbedid,verb,ágyas,"embed|bed|imbed|make the bed|make up a bed",beágyaz
29106,bedding,ˈbediNG,noun,ágynemű,sheets|bedclothes|foundation|undercoat|grounding|groundwork|substructure,alom|alapozás
29107,bedecked,,verb,ékes,enfold|envelop|bedeck|enwrap|enshroud|overlay,beborít
29108,bedecker,,,bedecker,,
29109,bedecking,,,bedecking,,
29110,bedel,,,ár,,
29111,bedeviling,biˈdevəl,verb,bedeviling,torture|torment|agonize|afflict|rack|bedevil|bedevil|enchant|spellbind|bewitch|bedevil,kínoz|incselkedik|megbabonáz
29112,bedewed,,verb,bedewed,bedew,"harmatossá tesz"
29113,bedewing,,verb,bepárásodás,bedew,"harmatossá tesz"
29114,bedfast,,,bedfast,,
29115,bedgown,,noun,"női hálóing",,
29116,bedight,biˈdīt,,bedight,,
29117,bedimmed,,verb,bedimmed,blur|tarnish|outshine|overcast|dusk|bedim,elhomályosít
29118,bedizening,,,"Működés rész",,
29119,bedlamite,,adjective,őrült,crazy|mad|insane|lunatic|demented,
29120,bedlamize,,,bedlamize,,
29121,bedmate,ˈbedˌmāt,,hálótárs,,
29122,bedog,,,bedog,,
29123,bedpan,ˈbedˌpan,noun,ágytál,,
29124,bedraggling,,,bedraggling,,
29125,bedrape,,,bedrape,,
29126,bedridden,ˈbedˌridn,adjective,"ágyhoz kötött beteg",,
29127,"bedridden invalid",,,érvénytelen,,
29128,bedroom,"-ˌro͝om,ˈbedˌro͞om",noun,hálószoba,bedchamber,
29129,"bedroom slipper",,,"hálószoba papucs",,
29130,bedsheet,,,lepedő,,
29131,bedsit,ˈbedˌsit,,bedsit,,
29132,bedsitter,,noun,bedsitter,bed-sitter|flatlet,garzonlakás
29133,bedstead,ˈbedˌsted,noun,ágykeret,,
29134,bedtime,ˈbedˌtīm,noun,"lefekvés ideje",,
29135,"bedtime prayer",,,"lefekvés ima",,
29136,"bedtime song",,,"bedtime dal",,
29137,"bee in one's bonnet",,,"méh a motorháztetőjében",,
29138,"bee in your bonnet",,,"méh a motorháztetőn",,
29139,beechnuts,,,beechnuts,,
29140,"beef cattle",,,marhahús,,
29141,"beef man",,,"marhahús ember",,
29142,"beef up",,verb,javít,repair|correct|fix|mend|optimize|confirm|strengthen|reinforce|fortify|verify,megerősít
29143,beef-brained,,,"marhahús kelekótya",,
29144,beefeater,ˈbēfˌētər,,Beefeater,,
29145,beefer,,,beefer,,
29146,beefhead,,,beefhead,,
29147,beefily,,,beefily,,
29148,beefiness,,,beefiness,,
29149,beefing,,verb,beefing,complain|lament|moan|bitch|squawk|crab|fatten|stuff|beef,panaszkodik|hizlal
29150,beefs,,noun,beefs,beef|muscle|beef|complaint|grievance|lament|plaint|beef,marhahús|izomerő|panasz
29151,beefsteak,ˈbēfˌstāk,noun,marhaszelet,,marhasült|bifsztek
29152,beef-witted,,,"marhahús észjárású",,
29153,beehive,ˈbēˌhīv,noun,méhkas,hive,kaptár
29154,beeline,ˈbēˌlīn,verb,légvonalban,bee-line,"nyílegyenesen megy valahova"
29155,"been around",,,"körül volt",,
29156,beep,bēp,noun,sípolás,,"pityegés|gépi eredetű ismétlő hang"
29157,beeping,,verb,csipogó,beep,"pityeg vkinek"
29158,beer,bi(ə)r,noun,sör,,
29159,"beer belly",,,sörhas,,
29160,"beer garden",,,Sörkert,,
29161,"beer gut",,,"jó sör",,
29162,"beer joint",,,sörízület,,
29163,"beer parlor",,,"sör szalon",,
29164,beerbelly,,,beerbelly,,
29165,beer-belly,,,sörhas,,
29166,beerhouse,,noun,"sör ház","brasserie|beer house",söröző
29167,beery,ˈbi(ə)rē,adjective,sörszagú,,
29168,bees,,noun,méhek,bee|uterus|womb|bee|bee,"méh|kaláka|összejövetel közös munkára"
29169,"bee's knees",,,"a méh térdei",,
29170,beeswax,ˈbēzˌwaks,noun,méhviasz,,padlóviasz
29171,"beetle off",,,bogár,,
29172,beetle-browed,,adjective,"bozontos szemöldökű",,
29173,beetlehead,,,beetlehead,,
29174,beetleheaded,,,beetleheaded,,
29175,beetleweed,,,beetleweed,,
29176,beetling,,adjective,kiugró,salient|protrusive,
29177,beetroot,,noun,cékla,beet,
29178,beeves,,noun,szarvasmarhalétszám,beef|muscle|beef|complaint|grievance|lament|plaint|beef,marhahús|izomerő|panasz
29179,beezer,,,Cserpák,,
29180,befittingly,,,befittingly,,
29181,befoged,,,befoged,,
29182,befool,biˈfo͞ol,verb,"bolonddá tesz",,
29183,befooled,,verb,"átverve lenni",befool,"bolonddá tesz"
29184,befooling,,verb,befooling,befool,"bolonddá tesz"
29185,"before all",,,"minden előtt",,
29186,"before an audience",,,"a közönség előtt",,
29187,"before dawn",,adverb,"Hajnal előtt",,hajnalhasadáskor
29188,"before everything",,,"minden előtt",,
29189,"before long",,adverb,nemsokára,soon|odd-come-shortly|anon|shortly,hamarosan|csakhamar
29190,"before now",,,ezelőtt,,
29191,"before present",,,"jelenlét előtt",,
29192,"before the coming",,,"az eljövetel előtt",,
29193,"before the game",,,"a játék előtt",,
29194,"before the wind",,adverb,"a szél előtt",downwind,hátszéllel
29195,"before then",,,azelőtt,,
29196,"before too long",,,"túl hosszú ideig",,
29197,"before you know it",,,"mielőtt tudod",,
29198,beforementioned,,,"korábbiakban ismertetettekkel",,
29199,before-mentioned,,,"előbb említett",,
29200,beforetime,biˈfôrˌtīm,,"idő előtt",,
29201,befouling,,verb,befouling,defile|besmirch|begrime|befoul|dirty|foul,bemocskol
29202,befoulment,,,befoulment,,
29203,befriend,biˈfrend,verb,barátkozik,"fraternize|advocate|stick up for|aid|support|promote|assist|favor",pártol|támogat
29204,befriender,,,BEFRIENDER,,
29205,befuddling,biˈfədl,verb,befuddling,"befuddle|fuddle|mess|mess up|mix up|disarrange|mess about|befuddle",megrészegít|összezavar
29206,"beg borrow or steal",,,"könyörögni vagy ellopni",,
29207,"beg leave",,,könyörögni,,
29208,"beg off",,,kikönyörög,,
29209,"beg the question",,verb,"megkerüli a kérdést",,"igaznak tart|önmagának bizonyít vmit"
29210,"beg to differ",,,könyörögjön,,
29211,beggarliness,,,beggarliness,,
29212,beggars,,noun,koldusok,beggar|mendicant|panhandler|mumper,koldus
29213,begged,,verb,könyörgött,beg|implore|pray|beseech|deprecate|entreat|beg|cadge|pan-handle|ask|request|demand|petition|beg|plead,könyörög|koldul|kér
29214,begger,,,begger,,
29215,begging,,noun,könyörgés,prayer|supplication|invocation|entreaty|obsecration,
29216,begild,,,begild,,
29217,"begin again",,,újrakezdeni,,
29218,"begin over",,,kezdje,,
29219,"begin with",,,kezdve,,
29220,"beginning cause",,,"kezdeti ok",,
29221,"beginning with",,,kezdve,,
29222,beginningly,,,beginningly,,
29223,beginnings,,noun,kezdetek,,
29224,begirt,,,begirt,,
29225,beglerbeg,,,bejler-bej,,
29226,begotten,,verb,nemzett,"beget|gender|procreate|engender|cause|inflict|give rise to|bring about|beget",nemz|okoz
29227,begriming,biˈgrīm,verb,begriming,defile|besmirch|begrime|befoul|dirty|foul,bemocskol
29228,begrudging,,verb,begrudging,regret|begrudge|repent|deplore|grudge|spare|envy|begrudge|grudge,sajnál|irigyel
29229,begrudgingly,,,irigykedve,,
29230,begruding,,verb,begrudging,regret|begrudge|repent|deplore|grudge|spare|envy|begrudge|grudge,sajnál|irigyel
29231,begs,beg,verb,könyörög,beg|implore|pray|beseech|deprecate|entreat|beg|cadge|pan-handle|ask|request|demand|petition|beg|plead,koldul|kér
29232,beguiled,,verb,becsapott,"seduce|beguile|misguide|hoodwink|dupe|cheat|diddle|bluff|take in|beguile","elcsábít|rászed|kellemesen eltölt"
29233,beguilement,,,beguilement,,
29234,beguiler,,,beguiler,,
29235,beguilingly,,,beguilingly,,
29236,beguilingness,,,beguilingness,,
29237,beguine,"biˈgēn,bəˈgēn,ˈbegēn,ˈbāˌgēn",,Beguine,,
29238,begum,"ˈbāgəm,ˈbē-",,Begum,,
29239,begun,,adjective,megkezdett,,elkezdett
29240,behalf,biˈhaf,,nevében,,
29241,"behave badly",,,"rosszul viselkedik",,
29242,"behave foolishly",,,"ostobán viselkedjen",,
29243,"behave toward",,,viselkedjen,,
29244,"behave towards",,,viselkedjen,,
29245,behaved,biˈhāvd,,viselkedett,,
29246,behaving,biˈhāv,verb,viselkedik,"behave|demean|conduct oneself|deport oneself|comport oneself|demean oneself",
29247,"behavior pattern",,,"viselkedési minta",,
29248,"behavioral norm",,,"viselkedési norma",,
29249,behaviorism,biˈhāvyəˌrizəm,noun,viselkedés-lélektan,behaviourism,
29250,behaviors,,noun,viselkedés,behavior|conduct|demeanor|attitude|bearing|deportment|behavior|conduct|attitude|deportment|demeanor|mien|operation|function|behavior|movement|agency|pursuit|treatment|behavior|management|behaviour|security|safety|behavior|behaviour|proceedings|process|method|mode|behavior|behaviour,magatartás|működés|bánásmód|biztonság|eljárás
29251,behaviour,biˈhāvyər,noun,viselkedés,behavior|conduct|demeanor|attitude|bearing|deportment|behavior|conduct|attitude|deportment|demeanor|mien|operation|function|behavior|movement|agency|pursuit|treatment|behavior|management|security|safety|behavior|proceedings|process|method|mode|behavior,magatartás|működés|bánásmód|biztonság|eljárás
29252,"behaviour pattern",,,"viselkedési minta",,
29253,"behavioural pattern",,,"viselkedési minta",,
29254,beheaded,,verb,lefejezték,behead|decapitate|obtruncate|decapitate|behead|guillotine|neck|decollate,lefejez|lenyakaz
29255,beheading,,noun,lefejezés,decapitation,
29256,beheld,,verb,látta,"notice|take notice|take a notion|remark|descry|behold|sight|behold|spot|perceive|descry",észrevesz|meglát
29257,behemoths,"biˈhēməTH,ˈbēəməTH",noun,óriásainak,behemoth,behemót
29258,behester,Bēhēstēra,,"A mennyben",,
29259,"behind bars",,,"rács mögött",,
29260,"behind closed doors",,,"zárt ajtók mögött",,
29261,"behind one",,,mögött,,
29262,"behind one's back",,,"háta mögött",,
29263,"behind schedule",,,"tervezett határidőn túl",,
29264,"behind the curtain",,,"a függöny mögött",,
29265,"behind the curve",,,"a kanyar mögött",,
29266,"behind the scenes",,adverb,"a színfalak mögött",,"színfalak mögött"
