ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
1309,automobile,ˌôtəmōˈbēl,noun,autó,"car|motor car|sedan|car|motor car",gépkocsi
1310,automobilist,,,autós,,
1311,autonomous,ôˈtänəməs,adjective,autonóm,,önrendelkezésű
1312,autonomy,ôˈtänəmē,noun,autonómia,,
1313,autopsy,ˈôˌtäpsē,noun,boncolás,dissection|post-mortem,
1314,autumn,ˈôtəm,adjective,ősz,fall,őszi
1315,auxiliary,"-ˈzil(ə)rē,ôgˈzilyərē",adjective,kiegészítő,additional|supplementary|complementary|completive|accessary|makeshift|ancillary|subsidiary|associated|standby|spare|standby,kisegítő|tartalék
1316,avail,əˈvāl,noun,haszon,benefit|profit|gain|advantage|proceeds|preference|advantage|benefit|profit|vantage,előny
1317,available,əˈvāləbəl,adjective,elérhető,"accessible|attainable|achievable|disposable|on offer|procurable|consumable|expendable|valid|current|prevalent","rendelkezésre álló|kapható|meglévő|felhasználható|érvényes"
1318,avant-garde,,,élcsapat,,
1319,avarice,ˈavəris,noun,kapzsiság,greed|rapacity|greediness|miserliness|parsimony,fösvénység
1320,avaricious,ˌavəˈriSHəs,adjective,kapzsi,greedy|grasping|covetous|rapacious|extortionate|miser|miserly|parsimonious|penurious,fösvény
1321,avariciousness,,,avariciousness,,
1322,avatar,ˈavəˌtär,noun,avatar,incarnation,megtestesülés|inkarnáció
1323,ave,ˈäˌvā,,ave,,
1324,avenge,əˈvenj,verb,megbosszul,"revenge|get even with","elégtételt vesz"
1325,avenger,,noun,bosszúálló,revenger,
1326,avenue,ˈavəˌn(y)o͞o,noun,sugárút,boulevard,
1327,aver,,,amelynek,,
1328,average,ˈav(ə)rij,adjective,átlagos,mean|medium|ordinary|common|run-of-the-mill|medium|moderate|mediocre|mean|middling,közepes
1329,averse,əˈvərs,adjective,idegenkedő,,
1330,averseness,,,idegenkedés,,
1331,aversion,əˈvərZHən,noun,idegenkedés,"reluctance|disinclination|repulsion|dislike for|indisposition|horror|distaste|repulsion|disrelish",irtózás
1332,avert,əˈvərt,verb,elhárít,"turn away|stave off|parry|turn aside|fend off|head off",elfordít
1333,averting,,verb,elhárítás,"avert|turn away|stave off|parry|turn aside|fend off|avert|head off",elfordít|elhárít
1334,aviate,ˈāvēˌāt,verb,repül,fly|plane|flit,
1335,aviator,ˈāvēˌātər,noun,pilóta,"pilot|airman|flying man|aircraftman|Airedale",
1336,avid,ˈavid,adjective,mohó,greedy|eager|covetous|piggy,
1337,avidity,ˈəviditē,noun,mohóság,greed,
1338,avidness,,,avidness,,
1339,avocation,ˌavəˈkāSHən,noun,hobbi,by-line,mellékfoglalkozás
1340,avocational,,,avocational,,
1341,avoid,əˈvoid,verb,elkerül,"steer clear of|evade|escape|keep off|shun|annihilate|nullify|repeal|elide|efface",megsemmisít
1342,avoidance,,noun,elkerülés,pretermission|repeal|defeasance|invalidation|annulment|abolishment|reversal|rescission|annulment|vitiation,"hatálytalanítás|érvénytelenítés|hatályon kívül helyezés"
1343,avoirdupois,,,"angol súlymértékrendszerbeli súly",,
1344,avouch,əˈvouCH,verb,kezeskedik,guarantee|attest,biztosíték
1345,avouchment,,,avouchment,,
1346,avow,əˈvou,verb,elismer,acknowledge|recognize|admit|concede,
1347,avowal,,noun,bevallás,,
1348,await,əˈwāt,verb,várják,"wait|expect|be waiting for|hang fire|wait|bide",vár|várakozik
1349,awaited,,verb,várt,"wait|expect|await|be waiting for|hang fire|wait|await|bide",vár|várakozik
1350,awake,əˈwāk,adverb,ébren,,
1351,awaken,əˈwākən,verb,felébred,"wake up|awake|waken",
1352,award,əˈwôrd,noun,díj,fee|charge|price|prize|toll|honor|medal|decoration|honour|benefit,kitüntetés|jutalmazás
1353,aware,əˈwe(ə)r,adjective,"tudatában van",informed|knowing|ware|cognizant,"tájékozott|tudomással bíró"
1354,awareness,əˈwe(ə)rnis,noun,tudatosság,consciousness|privity,tudomás
1355,awash,"əˈwäSH,əˈwôSH",adjective,"víztől mosott",,
1356,away,əˈwā,adverb,el,forth|onward|onwards,messzire|tovább
1357,awe,'aw,,vagy,,
1358,awed,ôd,verb,tiszteletteljes,bulldoze|intimidate|outface|overawe|daunt|hector,megfélemlít
1359,awesome,ˈôsəm,adjective,fantasztikus,,döbbenetes
1360,awestricken,,,awestricken,,
1361,awestruck,ˈôˌstrək,,megdöbbent,,
1362,awful,ˈôfəl,adjective,szörnyű,horrible|terrible|dreadful|monstrous|dire|terrible|scary|horrific|monstrous|ghastly|terrible|horrible|dreadful|tremendous,rettenetes|borzasztó
1363,awfully,ˈôf(ə)lē,adverb,szörnyen,frightfully|fearfully,borzasztóan
1364,awfulness,,,awfulness,,
1365,awkward,ˈôkwərd,adjective,kínos,embarrassing|uncomfortable|clumsy|inexpert|unskilful|unhandy|left-handed|southpaw|clumsy|left-handed,ügyetlen|balkezes
1366,awning,ˈôniNG,noun,napellenző,visor|blinker|vizor|sun-blind,
1367,awry,əˈrī,adjective,fonák,skew|oblique|slant|leaning|bias,ferde|félrecsapott
1368,aw-shucks,,,aw-shucks,,
1369,ax,aks,noun,fejsze,hatchet|axe|axe,balta
1370,axe,aks,noun,fejsze,ax|hatchet|ax,balta
1371,axiomatic,ˌaksēəˈmatik,adjective,"magától értetődő",implicit|axiomatical|irrefutable|incontestable|axiomatical,megdönthetetlen
1372,axis,ˈaksis,noun,tengely,axle|pivot,
1373,ay,,,meg,,
1374,aye,"ā,ī",particle,igen,yes|yeah|yea|yep|ay|ay,hogyne
1375,babble,ˈbabəl,verb,gügyög,crow,
1376,babbler,ˈbab(ə)lər,noun,gagyogó,,
1377,babe,bāb,noun,kisbaba,baby|infant,
1378,babel,"ˈbabəl,ˈbā-",,babel,,
1379,babushka,babushka,,nagymama,,
1380,baby,ˈbābē,noun,baba,doll|puppet|infant|infant|babe|cutie,csecsemő|kisbaba|szivi
1381,"baby buggy",,noun,babakocsi,"pram|baby carriage",
1382,"baby carriage",,noun,babakocsi,"pram|baby buggy|pram|perambulator",gyermekkocsi
1383,babyish,ˈbābē-iSH,adjective,gyermeteg,infantile|naive|infantine,
1384,babylonian,ˌbabəˈlōnēən,,babiloni,,
1385,babysitter,,noun,bébiszitter,,gyerekvigyázó
1386,back,bak,adverb,hát,behind|rearwards|aback,vissza|hátra
1387,"back away",,verb,hátrálni,differ|deviate|diverge|swerve,eltér
1388,"back down",,verb,vissza,"resign|renounce|give up|forgo|disclaim|withdraw|revoke|take back|unsay|conceal",lemond|visszavon
1389,"back of",,,"vissza a",,
1390,"back off",,,hátrálj,,
1391,"back out",,verb,vissza,,kihátrál
1392,"back talk",,,"vissza beszélgetés",,
1393,back-and-forth,,adverb,előre-hátra,"back and forth",
1394,backbone,ˈbakˌbōn,noun,hátgerinc,vertebra,
1395,backbreaking,,,backbreaking,,
1396,backchat,,,backchat,,
1397,backcountry,ˈbakˌkəntrē,,backcountry,,
1398,backdrop,ˈbakˌdräp,noun,háttér,background|drop-scene,háttérfüggöny
1399,backer,ˈbakər,noun,csendestárs,"silent partner|supporter|promoter|advocate|upholder|espouser","támogató|tőkés társ"
1400,backfire,ˈbakˌfī(ə)r,verb,"visszafelé sül el",back-fire,
1401,background,ˈbakˌground,noun,háttér,backdrop,
1402,backhanded,bakˈhandid,,visszakézből,,
1403,backing,ˈbakiNG,noun,támogatás,"aid|support|assistance|promotion|subsidization|provision|collateral security|escort|screen|wager","fedezet|fogadási tét"
1404,backpack,ˈbakˌpak,noun,hátizsák,knapsack|rucksack|backsack|haversack|pack,
1405,backside,ˈbakˌsīd,noun,hátoldal,bottom|buttocks|rear|ass|bum,fenék
1406,backslapper,,,backslapper,,
1407,backslider,,,backslider,,
1408,backstab,,,"hátba szúr",,
1409,backstabber,,,Backstabber,,
1410,backstabbing,ˈbakˌstabiNG,,backstabbing,,
1411,backstage,bakˈstāj,adjective,"színfalak mögötti",,
1412,backstairs,ˈbakˌste(ə)rz,noun,"hátsó lépcső",,
1413,backstop,ˈbakˌstäp,noun,megállít,,"hátsó mezőnyjátékos"
1414,back-to-back,,,back-to-back,,
1415,backup,ˈbakˌəp,noun,"biztonsági mentés",back-up,"hátoldali nyomat"
1416,backward,ˈbakwərd,adjective,hátrafelé,arrested|undeveloped|behindhand|hide-bound|stick-in-the-mud|cumbersome|sluggish|logy|dull|hulking|late,"visszamaradt|fejletlen|maradi|nehézkes|nehézfejű|későn érő|kései"
1417,backwards,,adverb,visszafelé,"aback|aft|in reverse",hátrafelé
1418,backwash,"-ˌwäSH,ˈbakˌwôSH",noun,sodrás,drifting|streamline|torsion,
1419,backwater,"-ˌwätər,ˈbakˌwôtər",noun,holtág,,"tespedés|visszafelé folyó víz"
1420,backwoods,ˈbakˌwo͝odz,noun,őserdő,"jungle|virgin forest",
1421,backyard,ˌbakˈyärd,noun,"hátsó udvar",court|courtyard|yard,udvar
1422,bad,bad,adjective,rossz,evil|wrong|ill|naughty|unsavory|evil|wicked|vicious|catty|malicious|incorrect|wrong|improper|inaccurate|unbecoming|unpleasant|disagreeable|obnoxious|untoward|bothersome,gonosz|helytelen|kellemetlen
1423,"bad blood",,noun,"rossz vér",,
1424,baddie,ˈbadē,,rosszfiú,,
1425,baddy,bdy,,"Azt akarom",,
1426,badinage,ˌbadnˈäZH,noun,kötődés,bonding|dalliance|playfulness,enyelgés|csipkelődés
1427,badly,ˈbadlē,adverb,rosszul,"poorly|sick|ill|amiss|in a bad way|very|greatly|highly|much|too",nagyon
1428,bad-mouth,,verb,kritizál,criticize|badmouth,
1429,badness,,noun,rosszaság,naughtiness,
1430,baffle,ˈbafəl,verb,"zavarba ejt",frustrate|disconcert|circumvent|bewilder|disorientate,meghiúsít
1431,baffled,,verb,megzavarodott,baffle|frustrate|disconcert|circumvent|baffle|bewilder|disorientate,"meghiúsít|zavarba ejt"
1432,bafflegab,ˈbafəlˌgab,,bafflegab,,
1433,bafflement,,,zavarodottság,,
1434,bag,bag,noun,táska,"satchel|sack|poke|sac|pouch|purse|air sickness bag",zsák|zacskó|szatyor
1435,bagatelle,ˌbagəˈtel,noun,csekélység,trifle|triviality|jot|pettiness|paucity,
1436,bagnio,,,bagnio,,
1437,bail,bāl,noun,óvadék,"caution money|guarantor|guarantee|surety|sponsor|bailsman|warrant|sponsion|del credere|warrant|indemnity|guaranty|security|guarantor|surety|security",kaució|kezes|kezesség|jótállás|jótálló
1438,"bail out",,verb,óvadékot,"cut it",meglóg
1439,bailiwick,ˈbāləˌwik,noun,"rettegésben tartott környék",,
1440,bait,bāt,noun,csali,decoy|lure|decoy,csalétek
1441,baiter,,,baiter,,
1442,balance,ˈbaləns,noun,egyensúly,"equilibrium|poise|equipoise|balance sheet|scale",mérleg|egyenleg
1443,balanced,ˈbalənst,adjective,kiegyensúlyozott,demure|even-minded|well-balanced|even-tempered,
1444,balcony,ˈbalkənē,noun,erkély,gallery,
1445,bald,bôld,adjective,kopasz,,
1446,balderdash,ˈbôldərˌdaSH,noun,"sületlen beszéd",,"értelmetlen zagyvalék"
1447,bald-faced,,,"kopasz arcú",,
1448,baleful,ˈbālfəl,adjective,káros,harmful|deleterious|injurious|pernicious|deteriorative|dangerous|hazardous|unsafe|perilous|risky,veszélyes
1449,balk,bôk,noun,baklövés,blunder|boner|stumble|howler|slip-up|barrier|obstacle|obstruction|hurdle|impediment,akadály|mestergerenda
1450,"balk at",,,megáll,,
1451,balkiness,,,balkiness,,
1452,balky,ˈbôkē,adjective,csökönyös,obstinate|wayward|restive|pigheaded|perverse,
1453,ball,bôl,noun,labda,bullet|slug|orb|cartridge|sphere|orb|skein|hank|clew|soiree|function|shindig,golyó|bál|gömb|gombolyag|estély
1454,"ball game",,,labdajáték,,
1455,ballad,ˈbaləd,noun,ballada,ballade,
1456,ballistic,bəˈlistik,adjective,ballisztikus,,
1457,balloon,bəˈlo͞on,noun,ballon,"carboy|free balloon|air balloon|ship|airship",léggömb|léghajó
1458,ballot,ˈbalət,noun,szavazás,"vote|voting|poll|polling|voting paper",szavazócédula
1459,ballpark,ˈbôlˌpärk,noun,"becslési tartomány",,
1460,ballyhoo,ˈbalēˌho͞o,noun,"süket duma",ado|rumpus,hűhó
1461,balm,bä(l)m,noun,balzsam,balsam|unguent|balsam,gyógyír
1462,balminess,,,balminess,,
1463,balmy,ˈbä(l)mē,adjective,balzsamos,healing|medicinal|remedial|medicative|vulnerary|nitwitted,gyógyító|félkegyelmű
1464,baloney,bəˈlōnē,noun,halandzsa,"double talk|double Dutch|boloney",
1465,balustrade,baləˈstrād,noun,korlát,"railing|barrier|rail|handrail|bar|railing|elbow rest|handrail|guard rail|banisters",karfa
1466,bambino,,,baba,,
1467,bamboozle,bamˈbo͞ozəl,verb,félrevezet,mislead|misguide|astray|hoodwink|mystify|quack|hoodwink|dupe|cheat|diddle|bluff,elámít|rászed
1468,bamboozlement,bamˈbo͞ozəlmənt,,bamboozlement,,
1469,ban,Bàn,,fél,,
1470,banal,"-ˈnäl,bəˈnal,ˈbānl",adjective,banális,trite|corny|trite|corny|hackneyed|trivial|well-trodden,elcsépelt
1471,banality,bəˈnalitē,noun,banalitás,commonplace|cliche|platitude|truism|triteness,közhely
1472,band,band,noun,Zenekar,orchestra|bar|lane|strip|stripe|zone|gang|troop|ensemble|group|tape|ribbon|strip|fillet|riband|packet|truss|fascicle,zenekar|sáv|banda|együttes|szalag|köteg
1473,"band together",,verb,csoportosul,"group|flock together|league|cooperate|confederate|gang up on",szövetkezik
1474,bandage,ˈbandij,noun,kötszer,lint|binding|swathe|knitwork,kötés|bandázs
1475,bandana,,noun,bandanna,,"tarka selyemkendő"
1476,bandanna,banˈdanə,,fejkendőt,,
1477,bandbox,ˈbandˌbäks,,bandbox,,
1478,banded,,adjective,csíkos,"striped|streaked|with stripes|streaky|barred|linear|lineal|liny",vonalas
1479,banderol,,,"hivatalos ár",,
1480,banderole,,,streamer,,
1481,bandwagon,ˈbandˌwagən,noun,"zenekari kocsi felvonuláson",,
1482,bandy,,,görbe,,
1483,bane,bān,noun,csapás,disaster|strike|stroke|adversity|plague|trouble|harm|mischief|misfortune|malady|poison|venom|toxic,baj|méreg
1484,baneful,,adjective,vészes,,
1485,bang,baNG,noun,bumm,crack|crash|dash|snap|tang,durranás|csattanás
1486,"bang away",,,"bumm el",,
1487,bang-bang,,,Bang-bang,,
1488,bangle,ˈbaNGgəl,noun,karperec,bracelet|wristlet,
1489,bang-up,,,klassz,,
1490,banish,ˈbaniSH,verb,száműz,"relegate|exile|ostracize|deport|outlaw|chase away|oust|dispel|put away|eject",elűz
1491,banishment,,noun,száműzetés,exile|ostracism|relegation|proscription|exile|outlawry,számkivetés
1492,banister,ˈbanəstər,noun,korlátoszlop,,
1493,bank,baNGk,noun,bank,"land|strand|embankment|charging|loading|load|rampart|riverside|bank of the river",part|töltés|folyópart
1494,banknote,ˈbaNGkˌnōt,noun,bankjegy,bill|bill,címlet
1495,bankroll,ˈbaNGkˌrōl,noun,gyarapítani,"property|wealth|fortune|estate|possessions|goods|bank roll","vagyon|bankjegy köteg"
1496,bankrupt,"-rəpt,ˈbaNGkˌrəpt",noun,"csődbe jutott",,
1497,bankruptcy,"-rəp(t)sē,ˈbaNGkˌrəp(t)sē",noun,csőd,"insolvency|liquidation|financial collapse|insolvency",fizetésképtelenség
1498,banned,,verb,kitiltva,ban|ostracize|ban|ban|ban|interdict|ban|forbid,"kiközösít|betilt|kitilt|indexre tesz könyvet|eltilt"
1499,banner,ˈbanər,noun,transzparens,transparency|flag|ensign,zászló
1500,banning,,noun,betiltása,prohibition|forbidding,betiltás|eltiltás
1501,bannister,,,bannister,,
1502,banquet,ˈbaNGkwit,noun,bankett,,díszebéd
1503,bantam,ˈbantəm,,Bantam,,
1504,banter,ˈbantər,noun,évődés,jape|teasing|ragging|raillery|chaff|leg-pull,ugratás
1505,bantering,,verb,tréfálkozó,rib|banter|jape|banter|dally|banter,heccel|évődik|enyeleg
1506,baptism,ˈbapˌtizəm,noun,keresztség,baptizing,keresztelés
1507,baptize,"bapˈtīz,ˈbapˌtīz",verb,megkeresztel,christen|dedicate|sanctify|consecrate|christen,felszentel
1508,bar,bär,noun,bár,"band|lane|strip|stripe|zone|barrier|barrier|obstacle|obstruction|hurdle|impediment|transom|railing|barrier|rail|handrail|balustrade|court|court of law|tribunal","sáv|ügyvédi kamara|sorompó|akadály|keresztfa|korlát|törvényszék"
1509,"bar sinister",,,"bár baljós",,
1510,barb,bärb,noun,"horgas vég",,
1511,barbarian,bärˈbe(ə)rēən,adjective,barbár,barbarous|barbaric|heathenish|wild|fierce|savage|feral|rampant,vad
1512,barbaric,bärˈbarik,adjective,barbár,barbarian|barbarous|heathenish|rough|coarse|harsh|rude|crass|ignorant|uncivilized|uncultivated|unlettered|philistine,durva|műveletlen
1513,barbarity,bärˈbaritē,noun,barbárság,savagery|heathenism|cruelty|brutality|atrocity|inhumanity|savagery|ferocity|fierceness|truculence|rowdyism,kegyetlenség|vadság
1514,barbarous,ˈbärbərəs,adjective,barbár,barbarian|barbaric|heathenish|wild|fierce|savage|feral|rampant|vandal,vad|vandál
1515,barbarousness,,,barbarousness,,
1516,barbed,bärbd,adjective,"szálkás kalász",,
1517,barber,ˈbärbər,noun,borbély,hairdresser's|hairdresser|coiffeur,fodrász
1518,bard,bärd,noun,dalnok,songster|poet,költő
1519,bardic,,,bárd,,
1520,bare,be(ə)r,adjective,csupasz,naked|nude|mere|desert|waste|nude|naked|unsheathed|unclad|stark,puszta|meztelen|kopár
1521,barefaced,ˈbe(ə)rˌfāst,adjective,arcátlan,brazen|insolent|cheeky|shameless|impudent,"sima arcú"
1522,barely,ˈbe(ə)rlē,adverb,alig,"hardly|scarcely|hardly ever","éppen hogy|hiányosan"
1523,bareness,,noun,meztelenség,nudity|nakedness,
1524,barf,,,hányadék,,
1525,bargain,ˈbärgən,noun,alku,"deal|haggling|dicker|business|shop|store|deal|chance bargain","üzlet|alkalmi vétel|üzletkötés"
1526,bargain-basement,,,alku-pincében,,
1527,barge,bärj,noun,uszály,"scow|float|tail|tow|bark|ark|hooker|flat boat",bárka|ladik
1528,bark,bärk,verb,ugat,yelp|yap,"kérgétől megfoszt"
1529,barometer,bəˈrämitər,noun,légnyomásmérő,,
1530,baron,ˈbarən,noun,báró,,
1531,baronial,bəˈrōnēəl,adjective,főúri,sumptuous|luxurious|magnificent|profuse|slap-up,bárói|pazar
1532,barony,ˈbarənē,noun,báróság,,"bárói birtok"
1533,baroque,bəˈrōk,adjective,barokk,,"túlzottan díszes"
1534,barracuda,ˌbarəˈko͞odə,,barracuda,,
1535,barrage,bəˈräZH,noun,zárótűz,"barrage fire|radio jamming","folyami duzzasztógát|léggömbzár|aknazár|rádiózavarás|légelhárítóágyú-tüzelés"
1536,barranca,bəˈräNGkə,,Barranca,,
1537,barranco,,,barranco,,
1538,barred,,adjective,rácsos,"grilled|closed|locked|pent|striped|banded|streaked|with stripes|streaky",elzárt|csíkos
1539,barrel,ˈbarəl,noun,hordó,"keg|cask|soap box|tun|cylinder|roller|tube|pipe|duct|bore|drum|capsule|sheath|socket",henger|cső|puskacső|dob|tok
1540,barren,ˈbarən,adjective,meddő,infertile|fruitless|bleak|dreary|humdrum|drear|dusty|fruitless|unproductive|non-productive|sterile|infertile,sivár|terméketlen
1541,barricade,ˈbariˌkād,noun,barikád,block,torlasz
1542,barrier,ˈbarēər,noun,akadály,obstacle|obstruction|hurdle|impediment|hindrance|railing|rail|handrail|balustrade|bar|bar,"korlát|sorompó|műszaki zár"
